subject,game_id,local_index
Philadelphia Eagles,W15,96.57785671095856
Seattle Seahawks,W15,16.981789403928175
Chicago Bears,W15,72.59222510576978
Tampa Bay Buccaneers,W15,87.85637324320295
Buffalo Bills,W15,15.884754043103111
Cincinnati Bengals,W15,61.65475353503077
Kansas City Chiefs,W15,100.0
Indianapolis Colts,W15,32.60381727838218
New England Patriots,W15,58.68427120478057
Dallas Cowboys,W15,0.0
Philadelphia Eagles,W16,69.90786144659118
Seattle Seahawks,W16,25.610983146611815
Chicago Bears,W16,4.49435219869399
Tampa Bay Buccaneers,W16,27.66821335353567
Buffalo Bills,W16,42.75832888084539
Cincinnati Bengals,W16,0.0
Kansas City Chiefs,W16,100.0
Indianapolis Colts,W16,29.912435615770228
New England Patriots,W16,66.81726401955486
Dallas Cowboys,W16,60.68639723560586
Philadelphia Eagles,W17,84.2090483905715
Seattle Seahawks,W17,44.0234321622238
Tampa Bay Buccaneers,W17,41.67739221429558
Buffalo Bills,W17,98.86995632359063
Cincinnati Bengals,W17,0.0
Kansas City Chiefs,W17,70.13799708993997
Indianapolis Colts,W17,100.0
Dallas Cowboys,W17,69.34471150228364
