subject,game_id,local_index
Tampa Bay Buccaneers,W17,32.47923445133205
Buffalo Bills,W17,27.404238254419884
Chicago Bears,W17,0.0
Cincinnati Bengals,W17,6.211400842985901
New England Patriots,W17,69.05647504018809
Philadelphia Eagles,W17,4.2477192559658405
Dallas Cowboys,W17,59.68519856040116
Kansas City Chiefs,W18,100.0
Indianapolis Colts,W18,98.08259172630596
Seattle Seahawks,W18,94.83059886136571
Tampa Bay Buccaneers,W18,23.25961150997817
Buffalo Bills,W18,87.38284435070835
Chicago Bears,W18,49.03201434020562
Cincinnati Bengals,W18,0.0
New England Patriots,W18,54.91866282321218
Philadelphia Eagles,W18,76.07543747265906
Dallas Cowboys,W18,42.64971296073836
Indianapolis Colts,W8,57.2403896228935
Tampa Bay Buccaneers,W8,8.415486518178419
Buffalo Bills,W8,73.2023607306499
Chicago Bears,W8,48.03554506270085
Cincinnati Bengals,W8,0.0
New England Patriots,W8,44.14168314130589
Philadelphia Eagles,W8,76.71624301748788
Dallas Cowboys,W8,100.0
Indianapolis Colts,W10,72.25581151013523
Seattle Seahawks,W10,39.46145641283464
Tampa Bay Buccaneers,W10,67.65841898543783
Buffalo Bills,W10,69.23341052546803
Chicago Bears,W10,14.493693223868128
New England Patriots,W10,0.0
Philadelphia Eagles,W10,100.0
